DOEID,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,GALLONKR,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD
228,9,3,5,2,1,2302,0,0,400,1902,1902,400,0,0,0,400,0,0,1902,0,1902,400,0,0,0,400,0,0,1902,0,0,0,0,1,33,1,1,0,4,33,35,8,99,99,99,99,99,99,99,99,99,2,1,0,0,0,15,3,2,1177,2618,21355,72862,199.0,20477.0,999999,9999999,999999,9999999,999999,9999999,4349,726,4972,3145,24656,0,2918,42143,0.0,13968.0,6509.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
229,9,3,5,4,0,720,0,0,0,720,540,180,0,0,0,0,0,0,540,180,180,720,0,0,0,0,0,0,0,720,0,0,0,2,38,2,1,0,2,38,99,99,99,99,99,99,99,99,99,99,99,44,1,0,0,0,8,0,1,5270,1211,6277,21417,999999.0,9999999.0,368,50969,999999,9999999,999999,9999999,0,0,0,4950,2101,6502,0,7864,9999999.0,9999999.0,9999999.0,0,50969,0,9999999,9999999,9999999,9999999
230,9,1,3,1,1,4896,974,0,250,3672,3672,1224,0,974,0,250,0,0,3672,0,1549,4896,0,974,0,250,0,0,0,3672,0,0,0,2,39,2,1,0,5,39,39,17,8,99,99,99,99,99,99,99,99,5,0,0,0,0,18,0,3,4420,1390,6169,21049,1244.0,128035.0,999999,9999999,999999,9999999,999999,9999999,1217,0,0,3792,1690,0,0,15567,11036.0,36381.0,80618.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
231,9,2,10,4,1,6206,1980,950,650,2626,5967,239,1980,0,650,0,950,0,2387,239,5556,650,1980,0,0,650,950,0,2626,0,1,0,0,2,55,2,1,0,1,55,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,24,0,2,7246,488,20148,68745,57.0,5823.0,999999,9999999,1265,115505,999999,9999999,0,911,6235,12485,5090,11902,0,39268,5823.0,0.0,0.0,9999999,9999999,9999999,9770,105735,0,5000
232,9,3,7,4,0,938,0,0,0,938,657,281,0,0,0,0,0,0,657,281,188,938,0,0,0,0,0,0,0,938,0,0,1,2,68,1,1,0,3,68,67,99,99,99,99,99,99,99,99,99,99,33,0,1,0,0,5,0,1,3960,1727,11412,38937,999999.0,9999999.0,999999,9999999,530,48405,999999,9999999,2065,0,0,7688,6020,8401,1824,15004,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,0,48405,0,9999999
233,9,2,3,1,1,1824,912,0,0,912,1140,684,228,684,0,0,0,0,912,0,365,1824,0,912,0,0,0,0,0,912,0,0,1,1,86,1,0,0,1,86,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,6,0,2,7228,806,3461,11809,13.0,1290.0,719,99695,999999,9999999,999999,9999999,2448,0,0,2086,544,2615,0,6564,1290.0,0.0,0.0,0,99695,0,9999999,9999999,9999999,9999999
234,9,1,1,4,1,3698,1161,0,0,2537,3698,0,1161,0,0,0,0,0,2537,0,0,3698,0,1161,0,0,0,0,0,2537,0,0,1,1,75,1,1,0,2,75,99,99,99,99,99,99,99,99,99,99,99,78,0,1,0,0,13,0,2,5418,865,10407,35509,1429.0,147044.0,999999,9999999,999999,9999999,999999,9999999,4115,0,4704,4028,0,8161,2392,20928,0.0,0.0,147044.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
235,9,2,7,2,1,1800,516,0,0,1284,1284,516,0,516,0,0,0,0,1284,0,1800,516,0,516,0,0,0,0,1284,0,0,0,1,2,30,0,1,1,7,30,33,25,5,4,3,99,99,99,99,99,99,3,1,0,0,1,8,0,3,4965,1306,8796,30012,432.0,44402.0,999999,9999999,999999,9999999,999999,9999999,0,548,0,2796,9283,0,0,17933,0.0,12891.0,31511.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
236,9,5,3,1,0,1485,0,0,250,1235,1235,250,0,0,0,250,0,0,1235,0,1235,250,0,0,0,250,0,0,1235,0,0,0,0,2,54,2,1,0,2,54,99,99,99,99,99,99,99,99,99,99,99,52,1,0,0,0,12,0,2,4496,1317,26326,89824,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,4954,827,0,5094,15445,15289,12585,41411,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
237,9,1,4,3,0,1842,0,874,0,968,968,874,0,0,0,0,0,874,968,0,1842,874,0,0,0,0,0,874,968,0,0,0,1,1,82,1,0,0,1,82,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5,0,3,5343,1092,7432,25358,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,3393,0,0,3489,2340,3623,8938,6968,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
238,9,3,8,2,1,2376,792,0,0,1584,1584,792,0,792,0,0,0,0,1584,0,950,2376,0,792,0,0,0,0,0,1584,0,0,1,2,46,2,0,0,3,46,85,99,99,99,99,99,99,99,99,99,99,47,1,1,0,0,12,0,2,5322,1175,12162,41497,381.0,39205.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,10196,5206,0,0,26095,3492.0,11799.0,23914.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
239,5,1,6,1,1,756,0,0,0,756,756,0,0,0,0,0,0,0,756,0,252,756,0,0,0,0,0,0,0,756,0,0,0,1,45,2,0,0,1,45,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,6,0,3,4865,1246,2348,8010,1247.0,128303.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2308,1109,0,0,4593,5066.0,25432.0,97805.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
240,9,1,2,3,1,1696,432,432,400,432,1296,400,432,0,0,400,432,0,432,0,741,1696,0,432,0,400,0,432,0,432,0,0,0,2,52,2,1,0,4,52,58,24,99,99,99,99,99,99,99,99,99,20,1,0,0,0,19,0,2,5445,940,22505,76787,1327.0,136548.0,999999,9999999,999999,9999999,999999,9999999,0,1012,0,9394,9523,0,0,57870,17399.0,38520.0,80629.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
241,9,2,1,2,0,3978,546,1144,0,2288,2262,1716,546,0,0,0,0,1144,1716,572,0,3978,0,546,0,0,0,1144,0,2288,0,0,1,1,80,1,0,0,2,80,99,99,99,99,99,99,99,99,99,99,99,12,0,1,0,0,5,0,2,8831,263,6695,22845,999999.0,9999999.0,1024,142019,999999,9999999,999999,9999999,0,0,0,5052,0,10321,0,7472,9999999.0,9999999.0,9999999.0,0,142019,0,9999999,9999999,9999999,5000
242,9,3,7,4,0,1078,0,0,0,1078,647,431,0,0,0,0,0,0,647,431,0,1078,0,0,0,0,0,0,0,1078,0,0,0,2,21,2,1,0,2,21,99,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,10,0,1,5693,1030,7206,24587,999999.0,9999999.0,999999,9999999,298,27196,999999,9999999,3337,0,0,3267,0,7273,0,14047,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,0,27196,0,9999999
243,9,3,4,3,1,5152,300,1352,400,3100,3100,2052,0,300,0,400,0,1352,3100,0,4752,2052,0,300,0,400,0,1352,3100,0,0,0,1,2,57,2,1,0,3,57,53,99,99,99,99,99,99,99,99,99,99,14,1,0,0,0,24,0,2,5352,1252,16587,56595,1964.0,202096.0,999999,9999999,999999,9999999,999999,9999999,0,1151,0,6746,19534,0,0,30315,22424.0,43156.0,136516.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
244,9,3,4,1,1,1751,0,0,250,1501,1501,250,0,0,0,250,0,0,1501,0,0,1751,0,0,0,250,0,0,0,1501,0,0,1,2,34,2,1,0,5,34,63,55,30,99,99,99,99,99,99,99,99,23,1,0,0,0,10,0,2,4586,1417,669,2283,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,147,0,0,229,0,720,410,924,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
245,9,1,8,4,0,2784,0,0,650,2134,2134,650,0,0,0,650,0,0,2134,0,2134,650,0,0,0,650,0,0,2134,0,0,0,0,2,47,2,1,0,3,47,45,99,99,99,99,99,99,99,99,99,99,10,1,0,0,0,20,0,2,4430,1440,21211,72372,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,6420,587,4020,3442,12376,13292,10669,32593,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
246,9,4,7,3,1,2264,0,0,400,1864,1864,400,0,0,0,400,0,0,1864,0,1864,400,0,0,0,400,0,0,1864,0,0,0,0,1,45,0,1,0,5,45,44,13,11,99,99,99,99,99,99,99,99,9,1,0,0,0,20,2,2,952,1330,6052,20649,579.0,59579.0,999999,9999999,999999,9999999,999999,9999999,0,360,0,2069,6693,0,0,11887,10345.0,34102.0,15132.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
247,9,1,6,1,0,1288,0,0,0,1288,1288,0,0,0,0,0,0,0,1288,0,1288,0,0,0,0,0,0,0,1288,0,0,0,1,1,78,1,0,0,1,78,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5,0,5,2645,2172,4317,14730,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2149,2394,2509,4671,3007,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
248,9,1,2,2,0,543,0,0,0,543,543,0,0,0,0,0,0,0,543,0,543,543,0,0,0,0,0,0,0,543,0,0,1,1,56,1,1,0,1,56,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,0,3,0,5,5674,773,4394,14992,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,1795,1438,2826,4441,4492,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
249,9,4,6,1,1,1344,0,0,250,1094,1094,250,0,0,0,250,0,0,1094,0,0,1344,0,0,0,250,0,0,0,1094,0,0,1,1,79,1,0,0,2,79,99,99,99,99,99,99,99,99,99,99,99,62,1,1,0,0,5,0,3,4571,966,4755,16224,481.0,49495.0,999999,9999999,999999,9999999,999999,9999999,3346,306,0,1884,0,3635,0,10705,0.0,0.0,49495.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
250,9,3,11,4,0,3864,1932,0,400,1532,1532,2332,0,1932,0,400,0,0,1532,0,3464,2332,0,1932,0,400,0,0,1532,0,0,0,0,2,46,2,1,0,2,46,99,99,99,99,99,99,99,99,99,99,99,46,1,0,0,0,14,0,2,4425,1191,13044,44506,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,3190,0,0,2423,7508,9845,8644,16086,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
251,9,1,4,3,1,2756,0,0,0,2756,2756,0,0,0,0,0,0,0,2756,0,987,1769,0,0,0,0,0,0,987,1769,0,0,0,1,52,2,1,0,3,52,55,99,99,99,99,99,99,99,99,99,99,21,1,0,0,0,21,0,2,3443,1981,29346,100129,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,5261,0,0,5409,21906,14042,16018,42754,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
252,9,1,6,3,1,1106,0,0,0,1106,1106,0,0,0,0,0,0,0,1106,0,0,1106,0,0,0,0,0,0,0,1106,0,0,1,2,78,1,0,0,1,78,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,8,0,5,5726,735,2837,9680,324.0,33348.0,999999,9999999,999999,9999999,999999,9999999,0,620,0,3396,0,0,0,6284,0.0,5192.0,28156.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
253,9,7,5,4,0,2970,0,0,400,2570,2570,400,0,0,0,400,0,0,2570,0,2570,400,0,0,0,400,0,0,2570,0,0,0,1,1,60,1,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,62,1,1,0,0,15,4,2,449,3299,29934,102136,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,736,0,7152,34990,9607,4605,45782,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
254,9,3,9,3,0,1032,0,0,250,782,782,250,0,0,0,250,0,0,782,0,782,250,0,0,0,250,0,0,782,0,1,0,1,2,52,2,0,0,1,52,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,16,0,2,3509,1888,14309,48822,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,3617,604,0,5606,9442,7895,7329,18550,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,5000
255,9,1,8,4,1,5440,0,2720,400,2320,2320,3120,0,0,0,400,0,2720,2320,0,5040,3120,0,0,0,400,0,2720,2320,0,0,0,1,2,63,1,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,61,1,1,0,0,10,0,2,1620,2489,17813,60780,0.0,0.0,999999,9999999,999999,9999999,999999,9999999,3346,559,3825,8889,15950,7291,1056,27594,0.0,0.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,40000
256,9,3,5,2,0,2875,690,0,400,1785,2475,400,690,0,0,400,0,0,1785,0,923,2209,0,690,0,400,0,0,666,1119,1,0,1,1,39,0,1,0,5,39,40,6,14,99,99,99,99,99,99,99,99,4,1,0,0,0,10,0,2,6810,698,16507,56322,999999.0,9999999.0,799,110813,165,15069,999999,9999999,0,698,4778,3022,3906,0,0,49394,9999999.0,9999999.0,9999999.0,0,77050,33763,15069,0,0,9999999
257,9,1,6,1,1,991,0,0,0,991,991,0,0,0,0,0,0,0,991,0,397,991,0,0,0,0,0,0,0,991,0,0,1,1,22,1,0,0,4,22,6,4,99,99,99,99,99,99,99,99,99,3,0,0,0,1,2,0,5,2868,2164,7808,26641,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,1610,6536,6781,4706,7008,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
258,9,1,8,1,0,1300,0,0,0,1300,1300,0,0,0,0,0,0,0,1300,0,1300,0,0,0,0,0,0,0,1300,0,0,0,1,1,37,2,1,0,5,37,40,18,14,99,99,99,99,99,99,99,99,9,1,0,0,0,15,0,2,3167,1642,23424,79923,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,2809,822,0,4500,16139,16958,10831,31495,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
259,9,1,9,3,1,4050,1350,0,400,2300,3650,400,1350,0,0,400,0,0,2300,0,1255,2922,338,1013,0,400,0,0,791,1509,1,0,0,1,26,2,1,0,3,26,30,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,24,0,2,6888,847,9272,31636,1000.0,102900.0,999999,9999999,999999,9999999,999999,9999999,4020,671,0,2907,1803,0,0,26926,0.0,34476.0,68424.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
260,9,1,5,4,0,5084,2542,0,400,2142,2142,2942,0,2542,0,400,0,0,2142,0,4684,2942,0,2542,0,400,0,0,2142,0,0,0,1,2,70,1,1,0,2,70,99,99,99,99,99,99,99,99,99,99,99,60,1,1,0,0,7,0,2,5940,908,12350,42138,999999.0,9999999.0,999999,9999999,808,73795,999999,9999999,2619,437,3796,2394,5158,7356,0,27230,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,0,73795,0,15000
261,9,3,5,1,1,672,0,0,0,672,672,0,0,0,0,0,0,0,672,0,168,672,0,0,0,0,0,0,0,672,0,0,1,1,61,1,0,0,1,61,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,3,0,1,3783,1548,5466,18650,301.0,30973.0,999999,9999999,999999,9999999,999999,9999999,0,0,3011,2708,4088,4059,1257,6538,3119.0,0.0,27854.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
262,9,2,7,1,1,2376,864,324,0,1188,990,1386,0,864,0,0,0,324,990,198,0,2376,0,864,0,0,0,324,0,1188,0,0,0,2,63,0,0,0,1,63,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,12,0,2,6772,665,4156,14180,533.0,54846.0,999999,9999999,999999,9999999,999999,9999999,0,607,0,3556,0,0,0,10624,0.0,12893.0,41953.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
263,9,3,4,1,1,1583,0,768,0,815,408,1176,0,0,0,0,0,768,408,408,1583,768,0,0,0,0,0,768,815,0,0,0,0,2,46,2,0,0,3,46,18,99,99,99,99,99,99,99,99,99,99,8,1,1,0,0,6,0,2,5976,1160,5801,19793,503.0,51759.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,1340,5914,0,0,12539,7991.0,15060.0,28708.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
264,9,3,5,3,1,9120,2280,0,650,6190,6190,2930,0,2280,0,650,0,0,6190,0,8470,2930,0,2280,0,650,0,0,6190,0,0,0,0,1,46,2,1,1,4,46,42,15,99,99,99,99,99,99,99,99,99,13,1,0,0,0,20,0,2,5227,933,19364,66069,1016.0,104541.0,999999,9999999,999999,9999999,999999,9999999,8532,780,6774,7242,6046,0,0,52781,7733.0,35825.0,60983.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
265,9,1,12,1,1,893,0,0,0,893,893,0,0,0,0,0,0,0,893,0,446,893,0,0,0,0,0,0,0,893,0,0,0,1,28,1,1,0,4,28,26,8,99,99,99,99,99,99,99,99,99,5,1,0,0,1,3,0,5,1570,2497,3084,10521,243.0,25020.0,999999,9999999,999999,9999999,999999,9999999,1912,0,0,1536,2589,0,0,6396,4336.0,15008.0,5676.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
266,9,2,8,1,1,580,0,0,0,580,580,0,0,0,0,0,0,0,580,0,580,0,0,0,0,0,0,0,580,0,0,0,0,1,28,2,0,1,1,28,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,7,0,5,3076,1431,2440,8325,592.0,60878.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,1846,2782,0,0,3697,13843.0,21821.0,25214.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
267,9,3,7,3,1,2268,0,0,400,1868,1868,400,0,0,0,400,0,0,1868,0,1868,400,0,0,0,400,0,0,1868,0,0,0,1,1,39,2,0,0,2,39,99,99,99,99,99,99,99,99,99,99,99,8,1,0,0,0,8,0,2,3612,1745,18530,63224,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,3204,0,0,7705,11972,6984,8288,28275,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
268,9,1,5,1,1,1680,0,840,0,840,672,1008,0,0,0,0,0,840,672,168,627,1367,0,0,0,0,0,840,313,527,1,0,0,2,47,2,1,0,2,47,99,99,99,99,99,99,99,99,99,99,99,47,1,0,0,0,14,0,2,3027,1470,10500,35824,633.0,65136.0,999999,9999999,999999,9999999,999999,9999999,3973,664,5759,6467,4626,0,0,24731,5387.0,26414.0,33335.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
269,9,1,5,1,1,747,0,0,0,747,747,0,0,0,0,0,0,0,747,0,187,747,0,0,0,0,0,0,0,747,0,0,0,2,24,0,0,0,2,24,99,99,99,99,99,99,99,99,99,99,99,24,1,0,0,0,5,0,5,4386,1509,11378,38822,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,3229,6221,8674,8986,11712,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
270,9,2,1,2,0,2175,725,0,0,1450,1450,725,0,725,0,0,0,0,1450,0,2175,725,0,725,0,0,0,0,1450,0,0,0,1,2,28,2,0,0,1,28,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,16,0,2,6221,984,14467,49361,999999.0,9999999.0,408,56586,999999,9999999,999999,9999999,0,1078,0,4669,9354,14092,0,21246,9999999.0,9999999.0,9999999.0,0,56586,0,9999999,9999999,9999999,9999999
271,3,1,2,2,1,1650,550,0,0,1100,1100,550,0,550,0,0,0,0,1100,0,550,1650,0,550,0,0,0,0,0,1100,0,0,1,1,53,1,0,0,5,53,53,26,18,99,99,99,99,99,99,99,99,8,0,0,1,1,3,0,3,4752,1506,8720,29753,1083.0,111441.0,999999,9999999,999999,9999999,999999,9999999,4240,0,0,1900,3788,0,0,24065,8751.0,28846.0,73844.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
272,9,2,1,4,0,6903,2301,0,250,4352,4352,2551,0,2301,0,250,0,0,4352,0,832,6903,0,2301,0,250,0,0,0,4352,0,0,0,1,45,2,1,0,3,45,47,99,99,99,99,99,99,99,99,99,99,28,1,0,0,0,8,0,2,7973,587,22025,75149,999999.0,9999999.0,999999,9999999,698,63749,999999,9999999,12232,1119,7660,6889,2773,17883,0,47604,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,5687,58062,0,9999999
273,9,1,10,3,1,3152,986,0,400,1766,2727,425,961,25,0,400,0,0,1766,0,2752,1386,0,986,0,400,0,0,1766,0,0,0,1,1,37,0,1,0,3,37,39,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,14,0,2,5909,978,13667,46632,811.0,83452.0,999999,9999999,999999,9999999,999999,9999999,0,779,5331,6476,11510,0,0,28646,13451.0,25887.0,44114.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
274,3,3,6,1,1,2970,0,1485,250,1235,1235,1735,0,0,0,250,0,1485,1235,0,0,2970,0,0,0,250,0,1485,0,1235,0,0,1,1,37,2,1,0,5,37,48,19,17,99,99,99,99,99,99,99,99,14,1,0,0,0,11,0,3,5931,973,11839,40395,120.0,12348.0,999999,9999999,999999,9999999,999999,9999999,0,0,4426,7185,0,0,1835,31375,2117.0,4063.0,6168.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
275,9,1,10,1,0,2112,0,0,400,1712,1712,400,0,0,0,400,0,0,1712,0,428,2112,0,0,0,400,0,0,0,1712,0,0,1,1,63,1,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,63,1,1,0,0,24,0,3,7344,782,4151,14163,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,1621,271,0,692,534,0,5857,7080,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
276,9,2,8,2,1,2280,570,0,0,1710,1710,570,0,570,0,0,0,0,1710,0,2280,570,0,570,0,0,0,0,1710,0,0,0,1,2,30,2,1,0,5,30,31,4,2,99,99,99,99,99,99,99,99,1,1,0,0,0,10,0,2,6189,1214,10832,36959,675.0,69458.0,999999,9999999,999999,9999999,999999,9999999,4255,711,0,4375,10254,0,0,22330,0.0,23562.0,45896.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
277,9,7,3,1,1,1920,960,0,0,960,1920,0,960,0,0,0,0,0,960,0,1920,0,960,0,0,0,0,0,960,0,0,0,0,1,43,2,1,0,5,43,44,19,17,99,99,99,99,99,99,99,99,16,1,0,0,0,24,0,2,4538,1055,18852,64323,741.0,76212.0,999999,9999999,999999,9999999,999999,9999999,6951,0,5519,1624,10445,18580,0,33674,0.0,0.0,76212.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
278,9,2,1,1,1,1451,99,0,0,1352,1082,369,0,99,0,0,0,0,1082,270,580,1451,0,99,0,0,0,0,0,1352,0,0,1,1,76,1,1,1,3,76,80,99,99,99,99,99,99,99,99,99,99,43,0,1,0,0,4,0,2,4658,1595,10442,35628,1339.0,137783.0,999999,9999999,999999,9999999,999999,9999999,5138,0,0,7962,9026,0,0,18640,8227.0,30457.0,99099.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
279,9,3,4,2,1,1295,80,0,0,1215,1215,80,0,80,0,0,0,0,1215,0,1295,80,0,80,0,0,0,0,1215,0,0,0,0,2,29,2,0,1,5,29,32,24,9,99,99,99,99,99,99,99,99,4,1,0,0,0,8,0,2,3315,2297,7931,27061,888.0,91375.0,999999,9999999,999999,9999999,999999,9999999,2915,0,0,1941,11609,0,0,13511,12557.0,32431.0,46387.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
280,9,3,5,1,1,1910,608,0,0,1302,1302,608,0,608,0,0,0,0,1302,0,1910,608,0,608,0,0,0,0,1302,0,0,0,1,2,49,2,1,0,4,49,47,27,99,99,99,99,99,99,99,99,99,24,0,0,0,0,24,1,3,6510,958,7705,26289,853.0,87774.0,999999,9999999,999999,9999999,999999,9999999,0,517,3537,7727,3373,0,0,15189,6921.0,21927.0,58926.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
281,9,2,5,4,0,3456,1152,1152,0,1152,2016,1440,864,288,0,0,0,1152,1152,0,691,3456,0,1152,0,0,0,1152,0,1152,0,0,0,2,54,2,1,0,3,54,49,99,99,99,99,99,99,99,99,99,99,16,1,0,0,0,7,0,2,6028,839,12332,42077,999999.0,9999999.0,590,81827,999999,9999999,999999,9999999,3245,0,0,1384,1270,12267,0,27156,9999999.0,9999999.0,9999999.0,0,81827,0,9999999,9999999,9999999,80000
282,9,1,7,2,1,2882,0,0,400,2482,2482,400,0,0,0,400,0,0,2482,0,2482,400,0,0,0,400,0,0,2482,0,0,0,1,2,76,1,1,0,2,76,99,99,99,99,99,99,99,99,99,99,99,76,0,1,0,0,12,0,2,2945,1796,9353,31912,508.0,52273.0,999999,9999999,999999,9999999,999999,9999999,3034,507,3469,5288,9706,0,1183,15735,4662.0,22856.0,24755.0,9999999,9999999,9999999,9999999,9999999,9999999,20000
283,9,4,5,1,0,1890,0,0,250,1640,1640,250,0,0,0,250,0,0,1640,0,1640,250,0,0,0,250,0,0,1640,0,0,0,1,1,83,1,0,0,2,83,99,99,99,99,99,99,99,99,99,99,99,58,1,1,0,0,11,4,2,995,2831,7278,24831,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,1156,338,0,1983,9647,4016,1419,7766,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
284,9,3,3,3,1,2540,0,0,400,2140,2140,400,0,0,0,400,0,0,2140,0,2140,400,0,0,0,400,0,0,2140,0,0,0,0,2,53,2,0,0,1,53,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,17,2,2,1201,1515,3522,12017,155.0,15950.0,999999,9999999,999999,9999999,999999,9999999,0,357,0,1732,2900,0,0,7385,2667.0,5072.0,8211.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
