DOEID,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,GALLONKR,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD
1694,9,3,10,4,0,5115,0,1705,400,3010,4715,400,0,0,0,400,1705,0,3010,0,4715,400,0,0,0,400,1705,0,3010,0,0,0,0,1,33,2,1,0,4,33,33,4,99,99,99,99,99,99,99,99,99,1,1,0,0,0,19,0,2,2921,2469,25966,88596,999999.0,9999999.0,999999,9999999,201,18360,999999,9999999,4563,762,5217,2045,22777,13485,13609,36680,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,0,18360,0,9999999
1695,9,2,8,4,0,528,0,0,0,528,528,0,0,0,0,0,0,0,528,0,132,528,0,0,0,0,0,0,0,528,0,0,1,2,88,1,0,0,1,88,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,4,0,2,3599,1682,3421,11672,999999.0,9999999.0,999999,9999999,357,32638,999999,9999999,0,0,0,1319,1323,3302,0,5728,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,3046,29592,0,9999999
1696,9,10,1,4,1,1920,0,0,0,1920,1920,0,0,0,0,0,0,0,1920,0,1920,0,0,0,0,0,0,0,1920,0,0,0,1,2,68,1,1,0,2,68,99,99,99,99,99,99,99,99,99,99,99,61,0,1,0,0,9,0,2,2012,2318,28567,97471,108.0,11107.0,999999,9999999,999999,9999999,999999,9999999,3121,913,15849,3953,19102,15355,5830,53231,0.0,0.0,11107.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1697,9,3,3,3,1,2106,1053,0,0,1053,2106,0,1053,0,0,0,0,0,1053,0,2106,0,1053,0,0,0,0,0,1053,0,0,0,0,1,58,2,0,0,2,58,99,99,99,99,99,99,99,99,99,99,99,29,1,0,0,0,17,0,2,6709,1043,10366,35369,645.0,66371.0,999999,9999999,999999,9999999,999999,9999999,0,891,6101,5224,4570,0,3500,22075,2214.0,17569.0,46588.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1698,9,7,6,1,1,504,0,0,0,504,504,0,0,0,0,0,0,0,504,0,0,504,0,0,0,0,0,0,0,504,0,0,1,1,57,2,1,0,2,57,99,99,99,99,99,99,99,99,99,99,99,40,1,0,0,0,8,0,3,3975,1513,9046,30865,110.0,11319.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2274,0,0,10497,18094,0.0,11319.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1699,9,1,1,1,1,2916,972,0,0,1944,2916,0,972,0,0,0,0,0,1944,0,2916,0,972,0,0,0,0,0,1944,0,0,0,0,1,56,2,0,0,1,56,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,10,0,2,4948,1322,7101,24229,999999.0,9999999.0,1038,143960,999999,9999999,999999,9999999,2091,349,0,3087,5363,4563,1166,10050,9999999.0,9999999.0,9999999.0,0,143960,0,9999999,9999999,9999999,9999999
1700,9,1,4,1,1,3400,1075,0,400,1925,2731,669,806,269,0,400,0,0,1925,0,3000,669,806,269,0,400,0,0,1925,0,0,0,1,2,69,1,1,0,2,69,99,99,99,99,99,99,99,99,99,99,99,69,1,1,0,0,10,0,2,4780,1557,8421,28732,729.0,75014.0,999999,9999999,999999,9999999,999999,9999999,2686,449,3070,4162,8111,0,0,16459,0.0,18051.0,56963.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1701,9,3,2,1,1,2239,638,0,0,1601,2080,160,479,160,0,0,0,0,1601,0,2239,638,0,638,0,0,0,0,1601,0,0,0,0,1,47,2,1,0,3,47,40,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,9,0,2,5624,1099,8022,27371,671.0,69046.0,999999,9999999,999999,9999999,999999,9999999,2178,364,3157,3795,6468,0,1286,15822,0.0,20755.0,48291.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1702,9,1,1,4,1,5986,2993,0,400,2593,5586,400,2993,0,0,400,0,0,2593,0,5586,400,2993,0,0,400,0,0,2593,0,0,0,1,2,52,2,0,0,2,52,99,99,99,99,99,99,99,99,99,99,99,52,1,0,0,0,6,0,2,4861,1531,14397,49123,828.0,85201.0,999999,9999999,999999,9999999,999999,9999999,3844,642,5572,4997,7126,0,2113,34887,4172.0,20454.0,60575.0,9999999,9999999,9999999,9999999,9999999,9999999,40000
1703,9,1,5,2,1,1262,0,0,0,1262,1262,0,0,0,0,0,0,0,1262,0,1262,0,0,0,0,0,0,0,1262,0,0,0,0,2,47,0,1,0,4,47,47,10,99,99,99,99,99,99,99,99,99,6,1,0,0,0,8,0,5,4972,1155,8142,27780,842.0,86602.0,999999,9999999,999999,9999999,999999,9999999,0,785,0,4599,8085,0,0,15096,10214.0,25174.0,51214.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1704,9,7,4,1,0,2628,0,1314,0,1314,1314,1314,0,0,0,0,0,1314,1314,0,2628,1314,0,0,0,0,0,1314,1314,0,1,0,1,2,64,0,1,0,2,64,99,99,99,99,99,99,99,99,99,99,99,64,1,1,0,0,18,4,2,527,3423,20592,70260,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,0,12206,3197,25801,9175,1977,30110,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1705,5,2,2,1,1,371,0,0,0,371,371,0,0,0,0,0,0,0,371,0,371,371,0,0,0,0,0,0,0,371,0,0,0,2,21,2,0,0,1,21,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7,0,5,6450,824,4457,15207,811.0,83452.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2633,2992,0,0,9582,4990.0,25053.0,53409.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1706,1,3,9,2,1,1216,0,0,0,1216,973,243,0,0,0,0,0,0,973,243,1216,0,0,0,0,0,0,0,1216,0,1,0,1,2,36,1,0,0,3,36,48,99,99,99,99,99,99,99,99,99,99,10,0,1,0,0,5,0,1,5219,1299,11334,38672,223.0,22947.0,999999,9999999,999999,9999999,999999,9999999,3021,504,0,5335,5391,11418,0,16528,3050.0,0.0,19897.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1707,9,2,6,4,0,1800,0,0,250,1550,1550,250,0,0,0,250,0,0,1550,0,0,1800,0,0,0,250,0,0,0,1550,0,0,1,1,50,2,0,0,8,50,49,29,23,16,11,2,99,99,99,99,99,1,1,0,1,1,5,0,2,7470,506,22129,75503,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,8218,0,0,4407,0,18812,16031,36253,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,80000
1708,9,2,12,2,1,2413,384,0,400,1629,2013,400,384,0,0,400,0,0,1629,0,2013,400,384,0,0,400,0,0,1629,0,0,0,0,2,38,2,1,0,4,38,35,16,99,99,99,99,99,99,99,99,99,5,1,0,0,0,21,0,2,6340,831,16196,55261,415.0,42714.0,999999,9999999,999999,9999999,999999,9999999,3763,629,0,2858,5704,16426,0,30273,0.0,0.0,42714.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1709,9,1,1,1,1,4200,1030,720,250,2200,2200,2000,0,1030,0,250,0,720,2200,0,1830,3180,0,1030,0,250,0,720,1019,1180,0,0,0,1,35,2,1,0,3,35,34,99,99,99,99,99,99,99,99,99,99,1,1,0,1,0,10,0,2,3398,1858,13183,44980,810.0,83349.0,999999,9999999,999999,9999999,999999,9999999,4325,722,0,4447,11807,0,0,28726,0.0,32115.0,51234.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1710,9,4,2,1,1,3378,0,0,400,2978,2978,400,0,0,0,400,0,0,2978,0,0,3378,0,0,0,400,0,0,0,2978,1,0,1,1,59,2,0,0,1,59,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,24,2,2,3612,0,9241,31530,668.0,68737.0,999999,9999999,999999,9999999,999999,9999999,0,437,0,3678,0,5710,8179,13963,68737.0,0.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1711,9,5,3,4,0,2880,1140,0,0,1740,1740,1140,0,1140,0,0,0,0,1740,0,0,2880,0,1140,0,0,0,0,0,1740,0,0,1,2,82,1,1,0,3,82,80,99,99,99,99,99,99,99,99,99,99,54,0,1,0,0,9,1,2,5372,1099,5366,18309,999999.0,9999999.0,795,110259,42,3849,999999,9999999,3003,501,0,5491,0,0,0,12818,9999999.0,9999999.0,9999999.0,0,80245,30014,3849,0,0,9999999
1712,2,4,6,1,1,815,0,0,0,815,408,408,0,0,0,0,0,0,408,408,204,815,0,0,0,0,0,0,0,815,0,0,1,2,77,1,1,0,2,77,99,99,99,99,99,99,99,99,99,99,99,65,1,1,0,0,8,2,2,1103,1250,2963,10110,206.0,21197.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2879,1682,0,1886,3663,3943.0,7498.0,9756.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1713,9,4,6,2,1,3726,0,1863,400,1463,1463,2263,0,0,0,400,0,1863,1463,0,3326,2263,0,0,0,400,0,1863,1463,0,0,0,1,1,80,1,0,0,2,80,99,99,99,99,99,99,99,99,99,99,99,60,1,1,0,0,7,2,2,629,4628,4700,16036,521.0,53611.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,951,10195,0,1220,3670,20511.0,33100.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1714,3,2,11,1,1,8000,0,2000,400,5600,5600,2400,0,0,0,400,0,2000,5600,0,7600,2400,0,0,0,400,0,2000,5600,0,0,0,0,1,47,2,1,0,2,47,99,99,99,99,99,99,99,99,99,99,99,47,1,0,0,0,23,3,3,1170,3388,26347,89897,485.0,49907.0,999999,9999999,999999,9999999,999999,9999999,0,863,0,10908,50946,0,0,28043,12701.0,24470.0,12736.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1715,9,3,1,4,1,3264,1088,0,400,1776,1976,1288,1088,0,0,400,0,0,888,888,477,3264,0,1088,0,400,0,0,0,1776,0,0,1,1,95,1,0,0,1,95,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5,0,2,7254,624,1788,6101,1809.0,186156.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,1186,225,1293,0,3397,5551.0,0.0,180605.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1716,9,4,7,2,1,1944,0,0,400,1544,1323,621,0,0,0,400,0,0,1323,221,0,1944,0,0,0,400,0,0,0,1544,0,0,1,1,45,1,0,0,2,45,99,99,99,99,99,99,99,99,99,99,99,12,0,0,0,0,11,2,2,2342,42,8752,29862,320.0,32928.0,999999,9999999,999999,9999999,999999,9999999,0,611,0,6070,0,0,1384,22408,7664.0,14764.0,10500.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1717,9,1,5,1,1,752,0,0,0,752,0,752,0,0,0,0,0,0,0,752,376,752,0,0,0,0,0,0,0,752,0,0,0,1,24,2,1,0,2,24,99,99,99,99,99,99,99,99,99,99,99,24,1,0,0,0,24,0,5,6581,750,7028,23980,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,465,0,2261,2616,6074,6230,6799,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1718,9,3,6,1,1,2582,0,0,400,2182,2182,400,0,0,0,400,0,0,2182,0,728,1854,0,0,0,400,0,0,728,1454,0,0,1,1,36,0,1,1,6,36,57,38,16,7,99,99,99,99,99,99,99,3,1,0,0,1,12,2,2,2074,1779,11101,37877,344.0,35416.0,999999,9999999,999999,9999999,999999,9999999,4482,0,3559,3856,4199,0,5242,24580,0.0,35416.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1719,9,1,1,3,1,1840,920,0,250,670,670,1170,0,920,0,250,0,0,670,0,1590,1170,0,920,0,250,0,0,670,0,0,0,0,1,58,0,1,0,2,58,99,99,99,99,99,99,99,99,99,99,99,55,1,0,0,0,10,1,2,6686,866,7228,24662,844.0,86848.0,999999,9999999,999999,9999999,999999,9999999,0,595,0,3255,6000,0,2284,13123,9571.0,18440.0,58837.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1720,9,1,9,3,1,6115,2480,0,400,3235,5653,462,2418,62,0,400,0,0,3235,0,5715,462,2418,62,0,400,0,0,3235,0,1,1,1,2,42,2,1,0,4,42,41,11,99,99,99,99,99,99,99,99,99,5,1,0,0,0,24,0,2,5649,1013,19561,66742,1557.0,160215.0,999999,9999999,999999,9999999,999999,9999999,5638,942,0,7752,12633,0,0,46357,0.0,51955.0,108260.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1721,9,1,11,2,1,4690,0,2345,400,1945,1945,2745,0,0,0,400,0,2345,1945,0,4290,2745,0,0,0,400,0,2345,1945,0,0,0,0,2,66,1,0,0,1,66,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,9,3,2,1990,3212,12833,43785,346.0,35603.0,999999,9999999,999999,9999999,999999,9999999,4517,754,0,3266,21817,0,0,18702,0.0,19005.0,16598.0,9999999,9999999,9999999,9999999,9999999,9999999,5000
1722,9,3,1,1,1,3666,1222,1222,0,1222,3635,31,1191,31,0,0,1222,0,1222,0,667,3666,0,1222,0,0,0,1222,0,1222,0,0,1,2,57,1,1,0,2,57,99,99,99,99,99,99,99,99,99,99,99,46,1,1,0,0,9,0,4,5504,1332,11131,37979,1080.0,111132.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,5141,4828,0,2966,25044,14498.0,23397.0,73237.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1723,9,6,5,1,1,8352,2784,2784,650,2134,4918,3434,2784,0,0,650,0,2784,2134,0,7702,3434,2784,0,0,650,0,2784,2134,0,1,0,1,1,50,2,1,0,2,50,99,99,99,99,99,99,99,99,99,99,99,50,1,0,0,0,23,0,2,4420,1449,33903,115677,847.0,87156.0,999999,9999999,999999,9999999,999999,9999999,5443,909,7889,14438,22339,0,2839,76061,5222.0,25603.0,56331.0,9999999,9999999,9999999,9999999,9999999,9999999,20000
1724,9,3,4,2,1,2457,0,0,400,2057,1763,694,0,0,0,400,0,0,1763,294,625,1832,0,0,0,400,0,0,625,1432,0,0,1,2,82,1,1,0,2,82,99,99,99,99,99,99,99,99,99,99,99,79,0,1,0,0,13,0,2,4892,1328,23597,80513,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,7100,1186,0,7300,9296,14081,21524,28312,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1725,9,7,3,1,0,3000,0,1500,0,1500,1250,1750,0,0,0,0,0,1500,1250,250,1031,2485,0,0,0,0,0,1500,515,985,0,0,0,1,57,2,0,0,1,57,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,2,4,2,473,4036,7599,25928,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,2903,0,0,2099,7730,4473,2567,9059,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1726,9,2,3,2,0,2625,875,0,0,1750,1750,875,0,875,0,0,0,0,1750,0,0,2625,0,875,0,0,0,0,0,1750,0,0,1,2,34,2,1,0,3,34,33,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,23,0,2,5997,861,9214,31438,999999.0,9999999.0,970,134581,999999,9999999,999999,9999999,4664,779,0,1989,0,12448,0,17001,9999999.0,9999999.0,9999999.0,0,134581,0,9999999,9999999,9999999,9999999
1727,9,3,9,3,1,1064,0,0,0,1064,1064,0,0,0,0,0,0,0,1064,0,532,1064,0,0,0,0,0,0,0,1064,0,1,1,1,29,1,1,0,4,29,37,10,99,99,99,99,99,99,99,99,99,9,1,0,1,1,8,0,3,5087,1190,12561,42858,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,2927,489,3346,2865,1694,12250,7769,18280,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1728,9,5,3,4,0,1892,946,0,0,946,1183,710,237,710,0,0,0,0,946,0,757,1892,0,946,0,0,0,0,0,946,0,0,0,1,52,2,1,0,2,52,99,99,99,99,99,99,99,99,99,99,99,61,1,0,0,0,14,1,2,5459,1028,6766,23086,999999.0,9999999.0,970,134534,999999,9999999,999999,9999999,3186,0,0,5464,2550,0,0,15072,9999999.0,9999999.0,9999999.0,0,101260,33274,9999999,9999999,9999999,9999999
1729,9,1,4,1,1,1445,432,0,0,1013,1445,0,432,0,0,0,0,0,1013,0,0,1445,0,432,0,0,0,0,0,1013,0,0,1,1,41,2,1,0,2,41,99,99,99,99,99,99,99,99,99,99,99,51,1,1,0,0,7,0,3,4679,1612,6187,21110,1428.0,146941.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,3718,0,8276,0,9116,13578.0,0.0,133363.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1730,9,2,2,1,1,2970,990,990,0,990,1980,990,0,990,0,0,990,0,990,0,1056,1628,0,990,0,0,990,0,352,638,0,0,0,1,32,2,0,0,3,32,19,99,99,99,99,99,99,99,99,99,99,3,1,0,0,0,7,0,2,5666,1058,11452,39074,791.0,81394.0,999999,9999999,999999,9999999,999999,9999999,4893,817,0,4699,2961,0,2889,28525,0.0,27973.0,53421.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1731,9,4,9,3,0,6044,0,3022,400,2622,2622,3422,0,0,0,400,0,3022,2622,0,5644,3422,0,0,0,400,0,3022,2622,0,0,0,0,1,47,2,1,0,3,47,45,99,99,99,99,99,99,99,99,99,99,20,1,0,0,0,24,4,2,413,3589,22815,77844,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,3540,591,5131,3466,30690,13381,3732,26575,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1732,9,2,6,4,1,4124,0,1081,400,2643,2643,1481,0,0,0,400,0,1081,2643,0,3724,1481,0,0,0,400,0,1081,2643,0,0,0,1,1,53,2,1,0,3,53,59,99,99,99,99,99,99,99,99,99,99,24,1,0,0,0,14,0,2,5949,1211,11011,37570,503.0,51746.0,999999,9999999,999999,9999999,999999,9999999,0,620,4245,6604,6030,0,0,24936,5316.0,15060.0,31370.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1733,9,3,5,2,1,1976,0,0,400,1576,1401,575,0,0,0,400,0,0,1401,175,588,1388,0,0,0,400,0,0,588,988,0,0,1,1,56,2,0,0,3,56,82,99,99,99,99,99,99,99,99,99,99,56,1,1,0,0,16,0,2,1537,2589,22256,75937,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,6077,556,0,3423,29310,8384,5140,29680,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,15000
1734,9,4,7,4,0,1363,0,0,0,1363,1363,0,0,0,0,0,0,0,1363,0,454,1363,0,0,0,0,0,0,0,1363,0,0,1,1,30,2,1,1,5,30,32,13,9,99,99,99,99,99,99,99,99,2,1,1,0,0,5,0,2,4464,1137,7658,26129,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2382,1137,8112,6503,7995,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1735,9,1,9,2,1,2328,0,0,400,1928,1928,400,0,0,0,400,0,0,1928,0,1928,400,0,0,0,400,0,0,1928,0,0,0,1,1,67,1,1,0,2,67,99,99,99,99,99,99,99,99,99,99,99,67,0,1,0,0,12,3,2,1211,3488,11540,39374,220.0,22638.0,999999,9999999,999999,9999999,999999,9999999,3286,549,0,5093,21211,0,0,13070,2822.0,13838.0,5978.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1736,9,3,7,1,0,1152,0,0,0,1152,1152,0,0,0,0,0,0,0,1152,0,1152,0,0,0,0,0,0,0,1152,0,0,0,1,1,73,1,0,0,1,73,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,4,4,1,700,3280,14301,48795,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,4546,759,6590,4674,12987,4855,4442,21837,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1737,9,1,8,3,1,7325,2452,0,650,4223,6614,711,2391,61,0,650,0,0,4223,0,3075,5380,0,2452,0,650,0,0,1945,2278,0,0,1,1,39,2,1,0,4,39,46,12,99,99,99,99,99,99,99,99,99,10,1,0,0,0,22,0,2,6877,849,13703,46755,1384.0,142414.0,999999,9999999,999999,9999999,999999,9999999,2505,418,2863,6916,2728,0,13561,23550,0.0,73478.0,68936.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1738,9,2,7,1,1,800,0,0,0,800,800,0,0,0,0,0,0,0,800,0,200,800,0,0,0,0,0,0,0,800,0,0,0,1,26,2,0,0,2,26,99,99,99,99,99,99,99,99,99,99,99,5,1,0,0,0,7,0,4,5371,612,11524,39320,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,4256,711,0,4167,1208,9276,10581,14088,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1739,9,2,4,3,0,3672,0,1836,0,1836,0,3672,0,0,0,0,0,1836,0,1836,918,3672,0,0,0,0,0,1836,0,1836,0,0,1,1,76,1,0,0,6,76,73,70,49,42,99,99,99,99,99,99,99,13,1,1,0,0,12,0,2,28,2678,8418,28722,999999.0,9999999.0,999999,9999999,241,22030,999999,9999999,0,0,0,9356,6179,0,0,13187,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,0,0,22030,9999999
1740,9,2,9,2,0,4832,1008,1008,400,2416,2413,2419,0,1008,400,0,0,1008,2013,403,2955,4832,0,1008,0,400,0,1008,0,2416,0,0,0,2,46,2,1,0,4,46,44,14,99,99,99,99,99,99,99,99,99,8,1,0,0,0,23,0,2,6516,783,13083,44639,999999.0,9999999.0,453,62827,999999,9999999,999999,9999999,7123,652,0,10546,3903,0,0,30190,9999999.0,9999999.0,9999999.0,0,33053,29774,9999999,9999999,9999999,9999999
1741,4,7,6,2,1,2600,0,1300,0,1300,1300,1300,0,0,0,0,0,1300,1300,0,2600,2600,0,0,0,0,0,1300,0,1300,0,0,1,1,76,1,0,0,1,76,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,1,3,0,3,2047,2720,9814,33485,286.0,29429.0,999999,9999999,999999,9999999,999999,9999999,4705,0,0,4606,9376,5025,0,14478,0.0,0.0,29429.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1742,3,1,3,1,1,506,0,0,0,506,506,0,0,0,0,0,0,0,506,0,506,0,0,0,0,0,0,0,506,0,0,0,0,1,46,1,0,0,1,46,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,1,4,0,3,5560,1163,12174,41538,714.0,73509.0,999999,9999999,999999,9999999,999999,9999999,8023,0,0,6509,10365,0,0,24664,2864.0,14376.0,56269.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1743,9,3,5,2,1,4500,725,0,400,3375,3375,1125,0,725,0,400,0,0,3375,0,4100,1125,0,725,0,400,0,0,3375,0,0,0,0,2,42,2,1,1,3,42,38,99,99,99,99,99,99,99,99,99,99,13,1,0,0,0,6,0,2,4804,1630,23570,80421,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,7467,683,5928,4004,12594,10916,16521,36386,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1744,9,5,5,2,1,4032,0,2016,400,1616,1616,2416,0,0,0,400,0,2016,1616,0,3632,2416,0,0,0,400,0,2016,1616,0,0,0,1,2,52,2,1,0,3,52,52,99,99,99,99,99,99,99,99,99,99,20,1,0,0,0,17,0,2,5326,1104,7727,26365,981.0,100945.0,999999,9999999,999999,9999999,999999,9999999,0,568,0,5639,7240,0,0,13486,3302.0,28482.0,69161.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1745,9,1,1,1,1,3888,1152,792,0,1944,1620,2268,0,1152,0,0,0,792,1620,324,0,3888,0,1152,0,0,0,792,0,1944,1,0,1,1,39,2,1,1,7,39,43,18,15,11,7,99,99,99,99,99,99,5,1,0,0,1,7,0,2,4263,394,9016,30763,505.0,51965.0,999999,9999999,999999,9999999,999999,9999999,3723,597,0,3043,0,0,0,27720,0.0,20516.0,31449.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1746,9,4,7,3,1,1665,0,0,400,1265,0,1665,0,0,0,400,0,0,0,1265,0,1665,0,0,0,400,0,0,0,1265,0,0,0,2,43,2,1,1,3,43,43,99,99,99,99,99,99,99,99,99,99,18,1,0,0,0,16,2,2,2483,44,5580,19039,429.0,44144.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,7277,0,0,0,11762,14613.0,23924.0,5607.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1747,9,3,8,4,0,935,0,0,0,935,0,935,0,0,0,0,0,0,0,935,187,935,0,0,0,0,0,0,0,935,0,0,0,2,73,0,1,0,2,73,99,99,99,99,99,99,99,99,99,99,99,58,1,1,0,0,23,0,2,7224,112,13816,47140,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,4681,782,0,6378,197,9285,10900,20380,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1748,9,2,3,1,1,2392,1035,0,250,1107,1107,1285,0,1035,0,250,0,0,1107,0,2142,1285,0,1035,0,250,0,0,1107,0,0,0,0,2,57,1,1,0,2,57,99,99,99,99,99,99,99,99,99,99,99,57,1,0,0,0,5,0,2,7231,782,7574,25842,1120.0,115280.0,999999,9999999,999999,9999999,999999,9999999,0,0,5773,3641,3909,0,0,18292,8598.0,21825.0,84857.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1749,9,3,7,1,1,4323,803,0,250,3270,3270,1053,0,803,0,250,0,0,3270,0,4073,1053,0,803,0,250,0,0,3270,0,0,0,1,1,22,1,1,0,4,22,27,2,99,99,99,99,99,99,99,99,99,1,1,0,0,1,7,0,2,4512,1673,7759,26474,572.0,58859.0,999999,9999999,999999,9999999,999999,9999999,2153,0,0,1834,6999,6362,0,11279,7204.0,0.0,51655.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
